"hanzi","pinyin","loa","fo1","decomposition","simplified","network_level"
"涅","niè","3185","2339","水土日","涅","2"
"瞥","piē bì","3185","2701","敝目","瞥","4"
"氓","méng máng","3185","3044","亡民","氓","3"
"棘","jí","3185","2862","朿","棘","2"
"梗","gěng","3185","2909","木更","梗","2"
"摻","chān xiān càn shǎn sēn","3185","3267","手参","掺","4"
"禱","dǎo","3185","2479","示寿","祷","3"
"稠","chóu diào tiáo tiào","3185","3319","禾周","稠","3"
"淤","yū","3185","3490","水於","淤","2"
"囚","qiú","3185","2589","囗人","囚","2"
"檐","yán dān","3185","3083","木詹","檐","5"
"岔","chà","3185","3112","分山","岔","3"
"嬴","yíng","3185","3892","嬴","嬴","1"
"妃","fēi pèi","3185","2569","女己","妃","2"
"熾","chì","3185","3241","火只","炽","3"
"絞","jiǎo jiào xiáo","3185","2667","糸交","绞","2"
"麓","lù","3185","3495","林鹿","麓","3"
"錳","měng","3185","3824","金孟","锰","3"
"峭","qiào","3185","2976","山肖","峭","3"
"鵑","jiān juān","3185","3034","肙鸟","鹃","3"
"剔","tī","3185","3130","易刀","剔","2"
"竅","qiào","3185","3004","穴巧","窍","3"
"脯","fǔ pú","3185","3001","肉甫","脯","3"
"舁","yú","3185","3983","爪廾","舁","2"
"沁","qìn","3185","3008","水心","沁","2"
"枉","wǎng","3185","2907","木王","枉","2"
"咀","jǔ zuǐ zǔ","3185","3427","口且","咀","2"
"櫻","yīng","3185","2775","木婴","樱","3"
"贛","gàn gòng zhuàng","3185","3259","章夂贡","赣","3"
"酵","jiào xiào","3185","3455","酉孝","酵","4"
"肴","yáo","3185","3440","爻肉","肴","2"
"嗜","shì","3185","2974","口耆","嗜","3"
"楓","fēng","3185","3195","木风","枫","3"
"蚓","yǐn","3185","3783","虫引","蚓","3"
"腑","fǔ","3185","3421","肉府","腑","4"
"婿","xù","3185","3094","女胥","婿","3"
"婷","tíng","3185","3547","女亭","婷","3"
"綽","chuò chāo","3185","2918","糸卓","绰","4"
"瀑","pù bào bó","3185","3163","水暴","瀑","5"
"鏟","chǎn","3185","3040","金产","铲","3"
"粥","zhōu yù zhù","3185","3005","弓米","粥","2"
"葵","kuí","3185","3494","艸癸","葵","4"
"秤","chèng chèn chēng píng","3185","3600","禾平","秤","3"
"弛","chí shǐ","3185","3311","弓也","弛","2"
"蕉","jiāo qiāo qiáo","3185","3084","艸焦","蕉","3"
"腥","xīng","3185","2741","肉星","腥","4"
"拙","zhuō zhuó","3185","2704","手出","拙","3"
"焉","yān yí","3185","2522","正鸟","焉","3"
"斃","bì","3185","2530","比死","毙","3"
"鈞","jūn","3185","2500","金匀","钧","3"
"侄","zhí","3185","2659","人至","侄","2"
"薇","wēi wéi","3185","3161","艸微","薇","4"
"莽","mǎng máng","3185","2709","犬艸","莽","3"
"睹","dǔ","3185","2565","目者","睹","4"
"墮","duò huī","3185","2661","隋土","堕","5"
"梧","wú wù yǔ","3185","3308","木吾","梧","3"
"狄","dí tì","3185","2215","犬火","狄","2"
"逛","guàng kuáng","3185","2637","辵狂","逛","3"
"蜀","shǔ","3185","2597","目人虫","蜀","2"
"嶼","yǔ xù","3185","2630","山与","屿","2"
"帖","tiè tiě tiē","3185","2884","巾占","帖","3"
"欶","shuò sòu","3264","4017","束欠","欶","2"
"刁","diāo","3264","3536","刁","刁","1"
"弁","biàn","3264","3895","厶廾","弁","2"
"垃","lā la","3267","2623","土立","垃","2"
"圾","jī jí","3267","2629","土及","圾","3"
"呱","guā gū guǎ","3267","3408","口瓜","呱","2"
"鯊","shā","3267","3554","沙鱼","鲨","3"
"鯉","lǐ","3267","3172","鱼里","鲤","3"
"淳","chún zhūn zhǔn","3267","3123","水享","淳","2"
"詔","zhào zhāo","3267","2679","言召","诏","4"
"氈","zhān","3267","3391","毛占","毡","3"
"瘧","nüè yào nè","3267","3804","疒爪","疟","2"
"藩","fān fán","3267","2617","艸潘","藩","4"
"鯽","jì zéi","3267","3821","鱼即","鲫","3"
"愷","kǎi","3267","3376","心岂","恺","3"
"窺","kuī kuǐ","3267","2742","穴规","窥","5"
"捂","wǔ","3267","3074","手吾","捂","3"
"誣","wū wú","3267","3052","言巫","诬","4"
"啃","kěn","3267","3299","口肯","啃","3"
"澈","chè","3267","3317","水徹","澈","2"
"徊","huái huí","3267","2987","彳回","徊","2"
"嘀","dí","3267","3257","口啇","嘀","3"
"嘰","jī","3267","3166","口几","叽","2"
"湛","zhàn chén dān jiān jìn tán","3267","3157","水甚","湛","4"
"棠","táng","3267","2485","尚木","棠","3"
"湃","pài bá","3267","3647","水拜","湃","3"
"芙","fú","3267","2622","艸夫","芙","3"
"顱","lú","3267","2947","卢页","颅","4"
"刨","páo bào","3267","3525","包刀","刨","3"
"簿","bù bó","3267","2840","竹溥","簿","5"
"眷","juàn","3267","2953","龹目","眷","2"
"耆","qí shì zhǐ","3267","3623","老日","耆","2"
"烙","lào luò gé","3267","3381","火各","烙","3"
"鋸","jù jū","3267","3060","金居","锯","4"
"窖","jiào zào","3267","3274","穴告","窖","3"
"靖","jìng jīng","3267","2541","立青","靖","4"
"虐","nüè nè","3267","2660","虍爪","虐","2"
"紊","wěn wèn","3267","3092","文糸","紊","2"
"蚯","qiū","3267","3792","虫丘","蚯","2"
"郡","jùn","3267","2285","君阝","郡","4"
"琳","lín","3267","2396","玉林","琳","3"
"匣","xiá","3267","3043","匚甲","匣","2"
"妒","dù","3267","2593","女户","妒","2"
"哮","xiào xiāo","3267","2898","口孝","哮","4"
"蛾","é yǐ","3267","3347","虫我","蛾","2"
"蹬","dēng dèng","3267","3302","足登","蹬","3"
"痹","bì","3267","3340","疒畀","痹","2"
"筍","sǔn","3267","3394","竹尹","笋","3"
"鵲","què","3267","3450","昔鸟","鹊","3"
"灸","jiǔ","3267","3740","久火","灸","3"
"弘","hóng","3267","2614","弓厶","弘","2"
"隘","ài è","3267","3127","阝益","隘","4"
"疤","bā","3267","3038","疒巴","疤","2"
"絹","juàn xuàn","3267","2381","糸肙","绢","3"
"娥","é","3267","2778","女我","娥","2"
"翩","piān","3267","3200","扁羽","翩","3"
"軒","xuān hǎn jiān xiǎn xiàn","3267","2385","车干","轩","2"
"胥","xū xǔ","3267","3517","疋肉","胥","2"
"袱","fú","3267","3305","衣伏","袱","3"
"闌","lán làn","3267","3585","门柬","阑","3"
"跋","bá bèi","3267","2908","足犮","跋","3"
"滄","cāng","3267","3007","水仓","沧","3"
"扳","bān pān","3267","3142","手反","扳","3"
"慷","kāng kǎng","3267","2922","心康","慷","3"
"佑","yòu","3267","2769","人右","佑","3"
"囂","xiāo","3267","2968","口页","嚣","4"
"鈍","dùn","3267","3042","金屯","钝","3"
"圃","pǔ","3267","3405","囗甫","圃","3"
"咦","yí","3267","3062","口夷","咦","3"
"惰","duò","3267","3269","心隋","惰","5"
"忿","fèn","3267","3121","分心","忿","3"
"癱","tān","3267","2815","疒难","瘫","3"
"嚨","lóng","3267","3011","口龙","咙","2"
"趾","zhǐ","3267","3136","足止","趾","3"
"狸","lí mái","3267","2732","犬里","狸","3"
"戳","chuō","3267","2931","翟戈","戳","3"
"囟","xìn","3340","3944","囟","囟","1"
"牟","móu mù mào","3341","2846","厶牛","牟","2"
"貳","èr","3341","3685","贝二弋","贰","2"
"稟","bǐng lǐn","3341","2932","㐭示","禀","3"
"淆","xiáo yáo","3344","3228","水肴","淆","3"
"豚","tún dūn","3344","3265","肉豕","豚","2"
"虔","qián","3344","2824","虍文","虔","2"
"軋","yà zhá gá","3344","3233","车乚","轧","2"
"甭","béng qì","3344","3345","不用","甭","2"
"詭","guǐ","3344","2573","言危","诡","4"
"靶","bǎ bà","3344","3204","革巴","靶","2"
"墩","dūn","3344","3472","土敦","墩","4"
"骼","gé","3344","3396","骨各","骼","3"
"嘮","lào láo","3344","3348","口劳","唠","3"
"諱","huì","3344","2902","言韦","讳","4"
"馱","tuó duò dài","3344","3371","马大","驮","2"
"趴","pā","3344","2963","足八","趴","3"
"繚","liáo rǎo","3344","3538","糸尞","缭","3"
"橢","tuǒ duǒ","3344","3270","木隋","椭","5"
"厠","cè","3344","2910","厂则","厕","3"
"蒜","suàn","3344","3383","艸示","蒜","3"
"詫","chà dù","3344","2722","言宅","诧","4"
"梵","fàn","3344","3240","林凡","梵","3"
"峨","é","3344","3046","山我","峨","2"
"鮑","bào bāo pāo","3344","2071","鱼包","鲍","3"
"鐮","lián","3344","3649","金廉","镰","4"
"蛻","tuì shuì yuè","3344","3526","虫兑","蜕","4"
"磅","bàng páng pāng pàng","3344","2928","石旁","磅","3"
"芯","xīn xìn","3344","2535","艸心","芯","3"
"哆","duō chǐ","3344","3198","口多","哆","3"
"郝","hǎo","3344","3075","赤阝","郝","4"
"捎","shāo shào","3344","3511","手肖","捎","3"
"醞","yùn","3344","3314","酉云","酝","2"
"祠","cí sì","3344","3275","示司","祠","3"
"瑚","hú","3344","3117","玉胡","瑚","4"
"宵","xiāo","3344","3110","宀肖","宵","3"
"嘶","sī xī","3344","2770","口斯","嘶","3"
"粟","sù","3344","2874","覀米","粟","3"
"逾","yú dòu","3344","2605","辵俞","逾","3"
"譏","jī","3344","2912","言几","讥","4"
"菇","gū","3344","3246","艸姑","菇","4"
"瀕","bīn","3344","3128","水步页","濒","4"
"盔","kuī","3344","3014","灰皿","盔","3"
"隕","yǔn yuán","3344","3254","阝员","陨","4"
"怡","yí","3344","2515","心台","怡","3"
"饅","mán","3344","3530","食曼","馒","3"
"姬","jī","3344","2678","女𦣞","姬","2"
"倪","ní","3344","3223","人兒","倪","2"
"晤","wù","3344","2713","日吾","晤","3"
"拎","līn līng","3344","3331","手令","拎","3"
"髦","máo lí","3344","3125","髟毛","髦","3"
"迦","jiā xiè","3344","2518","辵加","迦","3"
"崎","qí","3344","2745","山奇","崎","4"
"奢","shē","3344","2703","大者","奢","4"
"梆","bāng","3344","3760","木邦","梆","5"
"吆","yāo","3344","3471","口幺","吆","2"
"愕","è","3344","2760","心咢","愕","4"
"寥","liáo","3344","3095","宀翏","寥","4"
"詠","yǒng","3344","3403","口永","咏","2"
"冥","míng","3344","2733","冖日六","冥","2"
"剃","tì","3344","3248","弟刀","剃","2"
"厽","lěi léi lǜ","3344","4017","厶","厽","2"
"翰","hàn","3344","1880","倝羽","翰","4"
"礫","lì luò","3344","3437","石乐","砾","3"
"辜","gū","3344","2591","古辛","辜","3"
"衙","yá yú yǔ yù","3344","2763","行吾","衙","3"
"樺","huà","3344","3666","木华","桦","4"
"橙","chéng chén dèng","3344","3485","木登","橙","3"
"鉗","qián ān","3344","3298","金甘","钳","3"
"鷗","ōu","3344","3323","区鸟","鸥","3"
"唄","bei bài","3344","3715","口贝","呗","2"
"嗣","sì","3344","2688","口册司","嗣","3"
"誡","jiè","3344","2764","言戒","诫","4"
"拽","zhuài zhuāi yè","3344","3213","手曳","拽","3"
"搓","cuō","3344","3080","手差","搓","4"
"斂","liǎn lián liàn","3344","2914","佥攴","敛","3"
"屎","shǐ xī","3344","3291","尸米","屎","2"
"嫉","jí","3344","2685","女疾","嫉","3"
"肘","zhǒu","3344","2994","肉寸","肘","2"
"苛","kē hē hé","3344","3077","艸可","苛","3"
"隺","hú hè","3344","4004","冖隹","隺","2"
"徘","pái péi","3344","3066","彳非","徘","2"
"涕","tì","3344","2990","水弟","涕","2"
"窘","jiǒng","3344","2965","穴君","窘","4"
"眺","tiào","3344","3303","目兆","眺","4"
"芹","qín","3344","3600","艸斤","芹","3"
"慚","cán","3344","2930","心斩","惭","3"
"訣","jué","3344","2837","言夬","诀","4"
"丵","zhuó","3344","4017","丵","丵","1"
"箕","jī","3429","3866","竹其","箕","2"
"圳","zhèn","3430","2133","土川","圳","2"
"胰","yí","3430","3203","肉夷","胰","3"
"撼","hàn","3430","2973","手感","撼","4"
"雛","chú jú jù","3430","3415","刍隹","雏","2"
"旭","xù","3430","2838","九日","旭","2"
"汞","gǒng","3430","3618","工水","汞","2"
"兢","jīng","3430","3096","克","兢","4"
"柵","shān cè shà zhà","3430","2981","木册","栅","2"
"嵐","lán","3430","2658","山风","岚","3"
"贖","shú shù","3430","2855","贝卖","赎","3"
"渤","bó","3430","3613","水勃","渤","4"
"嚎","háo","3430","3207","口豪","嚎","3"
"貽","yí","3430","3430","贝台","贻","3"
"寢","qǐn","3430","2798","宀爿帚","寝","2"
"撮","cuō zuǒ","3430","3418","手最","撮","4"
"凜","lǐn","3430","2998","仌禀","凛","4"
"鰐","è","3430","3624","鱼咢","鳄","4"
"倔","jué juè","3430","3464","人屈","倔","4"
"肋","lèi lē jīn lè","3430","3281","肉力","肋","2"
"汲","jí","3430","3327","水及","汲","3"
"遏","è","3430","2696","辵曷","遏","4"
"籬","lí","3430","3132","竹离","篱","3"
"漉","lù","3430","3551","水鹿","漉","2"
"伶","líng","3430","2896","人令","伶","3"
"攘","rǎng níng ráng ràng xiǎng","3430","3353","手襄","攘","3"
"邱","qiū","3430","2448","丘阝","邱","4"
"螢","yíng","3430","3377","𫇦虫","萤","2"
"癮","yǐn","3430","3224","疒隐","瘾","5"
"汝","rǔ","3430","2543","水女","汝","2"
"鞠","jū jú qiōng qū","3430","3020","革匊","鞠","3"
"耦","ǒu","3430","3927","耒禺","耦","3"
"稭","jiē jí","3430","3656","禾吉","秸","3"
"穢","huì","3430","3078","禾岁","秽","2"
"撩","liāo liáo liào","3430","3441","手尞","撩","3"
"眩","xuàn huàn juàn","3430","2899","目玄","眩","2"
"瞻","zhān","3430","2946","目詹","瞻","5"
"墟","xū","3430","2944","土虚","墟","3"
"蜻","qīng jīng","3430","3751","虫青","蜻","4"
"啚","bǐ tú","3430","4017","口㐭","啚","3"
"挎","kuà kū kōu","3430","3734","手夸","挎","4"
"蜓","tíng diàn","3430","3773","虫廷","蜓","4"
"狽","bèi","3430","3072","犬贝","狈","2"
"裔","yì","3430","2834","衣冏","裔","2"
"徙","xǐ","3430","3358","彳止","徙","2"
"婪","lán","3430","3091","林女","婪","3"
"拇","mǔ","3430","3015","手母","拇","3"
"蠕","rú ruǎn","3430","3438","虫需","蠕","3"
"窒","zhì dié","3430","3201","穴至","窒","2"
"煽","shān shàn","3430","3068","火扇","煽","3"
"尬","gà","3430","2722","尢介","尬","3"
"橘","jú","3430","3521","木矞","橘","3"
"瀝","lì","3430","3509","水历","沥","3"
"庇","bì","3430","2787","广比","庇","3"
"蝠","fú","3430","3289","虫畐","蝠","2"
"簸","bò bǒ","3430","3499","箕皮","簸","3"
"懊","ào","3430","3180","心奥","懊","3"
"酌","zhuó","3430","2970","酉勺","酌","3"
"蝗","huáng","3430","3237","虫皇","蝗","3"
"髟","biāo piào shān","3430","3975","镸彡","髟","2"
"悍","hàn","3430","3056","心旱","悍","3"
"睦","mù","3430","3003","目坴","睦","3"
"尷","gān","3430","2720","尢监","尴","4"
"蝙","biān pián","3430","3652","虫扁","蝙","3"
"攣","luán liàn","3430","3303","変手","挛","2"
"瞄","miáo","3430","2561","目苗","瞄","4"
"惋","wǎn","3430","3504","心宛","惋","4"
"櫥","chú","3430","3024","木厨","橱","3"
"絢","xuàn xún","3430","3583","糸旬","绚","3"
"酥","sū","3430","3442","酉禾","酥","2"
"黯","àn ān","3430","2873","黑音","黯","5"
"埠","bù","3430","3384","土阜","埠","2"
"黔","qián","3430","3726","黑今","黔","3"
"槳","jiǎng jiāng","3430","2926","木将","桨","3"
"驀","mò mà","3430","3134","莫马","蓦","4"
"騾","luó","3430","3329","马累","骡","3"
"駭","hài","3430","2534","马亥","骇","2"
"荔","lì","3430","3661","艸劦","荔","3"
"屜","tì","3430","3105","尸世","屉","2"
"舵","duò tuó","3430","3071","舟它","舵","2"
"噓","xū shī","3430","2959","口虚","嘘","3"
"嘍","lóu lou","3430","3186","口娄","喽","3"
"嗆","qiāng qiàng","3430","3365","口仓","呛","3"
"迸","bèng bǐng pēng","3430","3250","辵并","迸","3"
"嗒","tà dā","3430","3426","口荅","嗒","4"
"募","mù","3430","2652","莫力","募","4"
"逞","chěng yíng","3430","3148","辵呈","逞","4"
"猖","chāng","3430","3341","犬昌","猖","4"
"諭","yù tǒu","3430","2570","言俞","谕","4"
"賄","huì","3430","2564","贝有","贿","3"
"呻","shēn","3430","2917","口申","呻","2"
"滇","diān tián zhēn","3430","3457","水真","滇","4"
"緞","duàn","3430","3087","糸段","缎","4"
"庵","ān","3430","3006","广奄","庵","4"
"盍","hé kě","3430","3963","去皿","盍","2"
"篡","cuàn","3430","3354","算厶","篡","4"
"茬","chá chí","3430","3632","艸在","茬","3"
"苑","yù yuān yuǎn yuàn yūn yǔn","3430","2845","艸夗","苑","3"
"琅","láng làng","3430","3497","玉良","琅","2"
"啤","pí","3430","2841","口卑","啤","3"
"妓","jì","3430","2771","女支","妓","3"
"絆","bàn","3430","3153","糸半","绊","3"
"巽","xùn","3430","3947","巳共","巽","4"
"纂","zuǎn zuàn","3532","3458","算糸","纂","4"
"攙","chān","3533","3335","手兔","搀","2"
"泵","bèng liú pìn","3533","3637","石水","泵","3"
"漓","lí","3533","3361","水离","漓","3"
"苞","bāo biāo páo","3533","3636","艸包","苞","3"
"侃","kǎn","3533","3273","人口川","侃","2"
"皓","hào huī","3533","3036","白告","皓","3"
"癸","guǐ","3533","3873","癶天","癸","3"
"兮","xī","3533","2766","八丂","兮","2"
"匿","nì","3533","2796","匚若","匿","4"
"烹","pēng","3533","3399","亨火","烹","2"
"稈","gǎn","3533","3796","禾干","秆","2"
"雍","yōng","3533","3283","亠乡隹","雍","2"
"轍","zhé chè","3533","3176","车徹","辙","2"
"漾","yàng yáng","3533","3574","水羕","漾","3"
"澇","lào láo","3533","3816","水劳","涝","3"
"鍍","dù","3533","3704","金度","镀","5"
"猾","huá","3533","3065","犬骨","猾","2"
"捍","hàn","3533","3221","手旱","捍","3"
"揩","kāi","3533","3557","手皆","揩","4"
"棧","zhàn","3533","3160","木戋","栈","3"
"踞","jù","3533","3546","足居","踞","4"
"繽","bīn","3533","3634","糸宾","缤","4"
"糠","kāng","3533","3812","米康","糠","3"
"憊","bèi","3533","2991","备心","惫","4"
"赦","shè cè","3533","3086","赤攴","赦","3"
"悵","chàng","3533","3357","心长","怅","2"
"嬉","xī","3533","3326","女喜","嬉","3"
"憫","mǐn","3533","2954","心闵","悯","3"
"擒","qín","3533","2842","手禽","擒","4"
"嘈","cáo","3533","3386","口曹","嘈","4"
"嫻","xián","3533","3176","女闲","娴","3"
"諦","dì tí","3533","3290","言帝","谛","4"
"拭","shì","3533","3291","手式","拭","3"
"藹","ǎi","3533","3398","水葛","蔼","5"
"蟆","má mò","3533","3662","虫莫","蟆","4"
"惚","hū bū","3533","3252","心忽","惚","4"
"琶","pá","3533","3519","玨巴","琶","3"
"澗","jiàn","3533","3651","水间","涧","3"
"哉","zāi","3533","2751","𢦏口","哉","3"
"阮","ruǎn","3533","3179","阝元","阮","4"
"毆","ōu kōu qū","3533","3307","区殳","殴","3"
"拯","zhěng","3533","2749","手丞","拯","4"
"巒","luán","3533","3630","変山","峦","2"
"駿","jùn","3533","3238","马夋","骏","5"
"躇","chú chuò","3533","3279","足著","躇","5"
"閔","mǐn mín","3533","3540","门文","闵","2"
"饞","chán","3533","3659","食兔","馋","3"
"捶","chuí","3533","3410","手垂","捶","3"
"囉","luō luó luo","3533","4017","口罗","啰","3"
"伺","sì cì","3533","2776","人司","伺","3"
"疹","zhěn chèn","3533","3182","疒㐱","疹","3"
"瓢","piáo","3533","3598","瓜票","瓢","4"
"瘍","yáng dàng","3533","3324","疒𠃓","疡","2"
"虞","yú","3533","2923","虍吴","虞","3"
"馨","xīn xīng","3533","2581","殸香","馨","4"
"臀","tún","3533","3167","殿肉","臀","4"
"螂","láng","3533","3503","虫郎","螂","5"
"怠","dài","3533","3009","台心","怠","3"
"璧","bì","3533","3501","辟玉","璧","3"
"掄","lūn lún","3533","3673","手仑","抡","3"
"靴","xuē","3533","3072","革化","靴","3"
"邵","shào","3533","2806","召阝","邵","4"
"凰","huáng","3533","2449","几皇","凰","3"
"吠","fèi","3533","3370","口犬","吠","2"
"霎","shà","3533","3272","雨妾","霎","3"
"跺","duò","3533","3599","足朵","跺","3"
"黝","yǒu yī","3533","3444","黑幼","黝","3"
"捅","tǒng","3533","3313","手甬","捅","2"
"靡","mí má méi mǐ mó","3533","3056","麻非","靡","4"
"楠","nán","3533","3577","木南","楠","2"
"褪","tuì tùn","3533","3293","衣退","褪","4"
"鬢","bìn","3533","3604","髟宾","鬓","4"
"哧","chī","3533","3534","口赤","哧","3"
"栓","shuān","3533","2925","木全","栓","3"
"沐","mù","3533","3402","水木","沐","2"
"澎","péng pēng","3533","3412","水彭","澎","3"
"琵","pí","3533","3589","玨比","琵","3"
"蜒","yán dàn yàn","3533","3549","虫延","蜒","3"
"札","zhá","3533","3178","木乚","札","2"
"溺","nì niào","3533","3249","水弱","溺","3"
"斟","zhēn","3533","3140","甚斗","斟","4"
"桓","huán","3533","2537","木亘","桓","2"
"峙","zhì shì","3533","3029","山寺","峙","3"
"躊","chóu","3533","3261","足寿","踌","3"
"殉","xùn","3533","3260","歹旬","殉","3"
"窿","lóng","3533","3660","穴隆","窿","6"
"檀","tán shàn","3533","3366","木亶","檀","4"
"蘑","mó","3533","3451","艸磨","蘑","5"
"沌","dùn chún tún zhuàn","3533","3266","水屯","沌","2"
"汛","xùn","3533","3611","水卂","汛","2"
"奕","yì","3533","3009","亦大","奕","2"
"蕪","wú wǔ","3533","3205","艸无","芜","3"
"呃","è","3533","3145","口厄","呃","3"
"矚","zhǔ","3533","3277","目属","瞩","3"
"疚","jiù","3533","3171","疒久","疚","3"
"晦","huì","3533","3058","日每","晦","4"
"瞳","tóng","3533","3597","目童","瞳","4"
"痙","jìng","3533","3374","疒𢀖","痉","2"
"砰","pēng pèng pīng","3533","2861","石平","砰","3"
"癟","biē biě piē","3533","3644","疒自仑","瘪","3"
"纜","lǎn làn","3533","2813","糸览","缆","5"
"蟬","chán shàn","3533","3032","虫单","蝉","2"
"坷","kē kě","3533","3674","土可","坷","3"
"鰭","qí","3533","2793","鱼耆","鳍","3"
"褥","rù nù","3533","3392","衣辱","褥","3"
"粱","liáng","3533","3508","水米刅","粱","4"
"囤","dùn tún","3533","3896","囗屯","囤","2"
"迂","yū yù","3533","2945","辵于","迂","3"
"睬","cǎi","3533","3216","目采","睬","3"
"膳","shàn","3533","3258","肉善","膳","5"
"毋","wú","3533","2868","女","毋","2"
"陛","bì","3533","2662","阝坒","陛","4"
"眇","miǎo","3645","3972","少目","眇","2"
"冏","jiǒng","3646","4017","冏","冏","1"
"欮","jué","3646","4017","屰欠","欮","2"
"踉","liáng liàng láng làng","3648","3210","足良","踉","3"
"駒","jū jù","3648","3571","马句","驹","3"
"筏","fá","3648","3628","竹伐","筏","3"
"孽","niè","3648","2929","薛子","孽","4"
"碾","niǎn liǎn niàn","3648","3567","石展","碾","3"
"坯","pī","3648","3629","土丕","坯","3"
"蠍","xiē hé","3648","3702","虫曷","蝎","4"
"喏","nuò rě","3648","3815","口若","喏","4"
"蹭","cèng céng","3648","3582","足曾","蹭","3"
"矗","chù","3648","3012","直","矗","3"
"綻","zhàn","3648","3108","糸定","绽","4"
"垢","gòu","3648","3245","土后","垢","3"
"緝","jī qī jí qì","3648","3139","糸咠","缉","3"
"擂","léi lèi lēi","3648","3568","手雷","擂","3"
"垣","yuán","3648","2935","土亘","垣","2"
"蝸","wō guā guǒ luó","3648","3591","虫呙","蜗","4"
"揍","zòu còu","3648","3462","手奏","揍","4"
"輾","zhǎn niǎn","3648","3459","车展","辗","3"
"攥","zuàn","3648","3650","手纂","攥","5"
"沽","gū gǔ","3648","3421","水古","沽","3"
"盎","àng","3648","3359","央皿","盎","3"
"嗤","chī","3648","3220","口蚩","嗤","3"
"酣","hān hàn","3648","3496","酉甘","酣","3"
"刪","shān","3648","2774","册刀","删","2"
"沮","jǔ jù jiān jū zǔ","3648","2870","水且","沮","2"
"叼","diāo","3648","3579","口刁","叼","2"
"殆","dài","3648","3118","歹台","殆","3"
"渲","xuàn","3648","3514","水宣","渲","3"
"頤","yí","3648","2984","𦣞页","颐","4"
"迢","tiáo","3648","3687","辵召","迢","3"
"嘖","zé","3648","3575","口责","啧","3"
"瘓","huàn","3648","3107","疒奂","痪","3"
"拗","ǎo ào niù","3648","3531","手幼","拗","3"
"瘟","wēn wò yūn","3648","3244","疒昷","瘟","3"
"甕","wèng","3648","3675","公瓦","瓮","3"
"鍬","qiāo","3648","3800","金秋","锹","3"
"忱","chén","3648","3284","心冘","忱","3"
"咆","páo","3648","3321","口包","咆","3"
"抿","mǐn","3648","3594","手民","抿","2"
"搔","sāo zhǎo","3648","3393","手蚤","搔","4"
"捺","nà","3648","3658","手奈","捺","3"
"隧","suì zhuì","3648","3296","阝遂","隧","4"
"遐","xiá","3648","3663","辵叚","遐","4"
"唧","jī","3648","3610","口即","唧","3"
"搪","táng","3648","3758","手唐","搪","3"
"掐","qiā","3648","3424","手臽","掐","3"
"掖","yè yē yě yì","3648","3671","手夜","掖","3"
"捻","niǎn niē","3648","3404","手念","捻","4"
"舔","tiǎn tān","3648","3300","舌忝","舔","4"
"晾","liàng","3648","3692","日京","晾","2"
"岐","qí","3648","3700","山支","岐","3"
"蕃","fán","3648","3543","艸番","蕃","3"
"諜","dié xiè","3648","2387","言枼","谍","4"
"凋","diāo","3648","3560","仌周","凋","3"
"眸","móu","3648","3320","目牟","眸","3"
"芋","yù hū xū yú yǔ","3648","3837","艸于","芋","3"
"睫","jié shè","3648","3363","目疌","睫","3"
"憬","jǐng","3648","3572","心景","憬","3"
"譴","qiǎn","3648","2523","言遣","谴","4"
"犀","xī","3648","3420","尸水牛","犀","2"
"惦","diàn","3648","3605","心店","惦","4"
"唬","hǔ xià","3648","3135","口虎","唬","3"
"悖","bèi bó","3648","3124","心孛","悖","3"
"糯","nuò","3648","3825","米需","糯","3"
"舷","xián","3648","3088","舟玄","舷","2"
"雹","báo bó","3648","3749","雨包","雹","3"
"炫","xuàn","3648","3250","火玄","炫","2"
"蚌","bàng bèng fēng pí","3648","3713","虫丰","蚌","2"
"漬","zì qì sè","3648","3621","水责","渍","3"
"宦","huàn","3648","2962","宀臣","宦","2"
"蕨","jué","3648","3851","艸厥","蕨","4"
"垛","duǒ duò","3648","3735","土朵","垛","3"
"裊","niǎo","3648","3443","鸟衣","袅","2"
"裘","qiú","3648","2859","求衣","裘","2"
"骯","āng kǎng","3648","3162","肉亢","肮","2"
"芥","jiè gài","3648","3732","艸介","芥","3"
"苓","líng lián","3648","3818","艸令","苓","3"
"穹","qióng","3648","3446","穴弓","穹","2"
"懦","nuò","3648","3146","心需","懦","3"
"楷","kǎi jiē","3648","3454","木皆","楷","4"
"萃","cuì","3648","3432","艸卒","萃","3"
"惺","xīng","3648","3309","心星","惺","4"
"簫","xiāo xiǎo","3648","3535","竹肃","箫","3"
"憧","chōng","3648","3528","心童","憧","4"
"菠","bō","3648","3894","艸波","菠","4"
"簍","lǒu jù lǚ","3648","3737","竹娄","篓","3"
"瓏","lóng","3648","3635","玉龙","珑","2"
"恬","tián","3648","3586","心舌","恬","3"
"榻","tà","3648","3017","木𦐇","榻","3"
"椰","yē yé","3648","3706","木耶","椰","5"
"廝","sī","3648","3093","厂斯","厮","3"
"莓","méi","3648","3770","艸每","莓","4"
"鱉","biē","3648","3716","敝鱼","鳖","4"
"衅","xìn","3648","3122","血半","衅","3"
"竣","jùn","3648","3581","立夋","竣","5"
"翡","fěi","3648","3798","非羽","翡","2"
"斐","fěi fēi","3648","2958","非文","斐","2"
"犢","dú","3648","3694","牛卖","犊","3"
"偎","wēi","3648","3550","人畏","偎","2"
"黛","dài","3648","2607","代黑","黛","3"
"瞟","piǎo piāo piào","3648","3529","目票","瞟","4"
